match_id,inning,batting_team,bowling_team,over,runs,wickets,winner
57,2,,,15,0,0,KKR
57,2,,,16,0,0,KKR
57,2,,,17,0,0,KKR
57,2,,,18,0,0,KKR
57,2,,,19,0,0,KKR
57,2,,,20,0,0,KKR
58,1,KKR,MI,1,3,0,MI
58,1,KKR,MI,2,2,1,MI
58,1,KKR,MI,3,8,0,MI
58,1,KKR,MI,4,9,0,MI
58,1,KKR,MI,5,3,1,MI
58,1,KKR,MI,6,0,1,MI
58,1,KKR,MI,7,6,2,MI
58,1,KKR,MI,8,5,0,MI
58,1,KKR,MI,9,3,0,MI
58,1,KKR,MI,10,4,0,MI
58,1,KKR,MI,11,10,0,MI
58,1,KKR,MI,12,8,0,MI
58,1,KKR,MI,13,10,0,MI
58,1,KKR,MI,14,12,0,MI
58,1,KKR,MI,15,5,1,MI
58,1,KKR,MI,16,4,0,MI
58,1,KKR,MI,17,9,2,MI
58,1,KKR,MI,18,5,1,MI
58,1,KKR,MI,19,1,1,MI
58,1,,,20,0,0,MI
58,2,MI,KKR,1,11,0,MI
58,2,MI,KKR,2,3,1,MI
58,2,MI,KKR,3,10,1,MI
58,2,MI,KKR,4,6,0,MI
58,2,MI,KKR,5,2,0,MI
58,2,MI,KKR,6,4,1,MI
58,2,MI,KKR,7,8,0,MI
58,2,MI,KKR,8,6,0,MI
58,2,MI,KKR,9,11,0,MI
58,2,MI,KKR,10,3,0,MI
58,2,MI,KKR,11,16,0,MI
58,2,MI,KKR,12,8,0,MI
58,2,MI,KKR,13,3,1,MI
58,2,MI,KKR,14,14,0,MI
58,2,MI,KKR,15,6,0,MI
58,2,,,16,0,0,MI
58,2,,,17,0,0,MI
58,2,,,18,0,0,MI
58,2,,,19,0,0,MI
58,2,,,20,0,0,MI
59,1,MI,PW,1,3,0,MI
59,1,MI,PW,2,4,0,MI
59,1,MI,PW,3,2,2,MI
59,1,MI,PW,4,2,0,MI
59,1,MI,PW,5,5,0,MI
59,1,MI,PW,6,16,0,MI
59,1,MI,PW,7,9,0,MI
59,1,MI,PW,8,5,1,MI
59,1,MI,PW,9,4,0,MI
59,1,MI,PW,10,6,0,MI
59,1,MI,PW,11,9,2,MI
59,1,MI,PW,12,1,0,MI
59,1,MI,PW,13,10,0,MI
59,1,MI,PW,14,3,1,MI
59,1,MI,PW,15,2,1,MI
59,1,MI,PW,16,5,0,MI
59,1,MI,PW,17,6,0,MI
59,1,MI,PW,18,13,0,MI
59,1,MI,PW,19,10,0,MI
59,1,MI,PW,20,14,1,MI
59,2,PW,MI,1,6,0,MI
59,2,PW,MI,2,8,0,MI
59,2,PW,MI,3,7,1,MI
59,2,PW,MI,4,2,0,MI
59,2,PW,MI,5,9,0,MI
59,2,PW,MI,6,6,0,MI
59,2,PW,MI,7,5,0,MI
59,2,PW,MI,8,5,0,MI
59,2,PW,MI,9,2,0,MI
59,2,PW,MI,10,8,0,MI
59,2,PW,MI,11,7,0,MI
59,2,PW,MI,12,6,1,MI
59,2,PW,MI,13,2,0,MI
59,2,PW,MI,14,4,0,MI
59,2,PW,MI,15,6,0,MI
59,2,PW,MI,16,14,0,MI
59,2,PW,MI,17,3,1,MI
59,2,PW,MI,18,7,0,MI
59,2,PW,MI,19,12,0,MI
59,2,PW,MI,20,9,3,MI
60,1,KKR,RCB,1,3,0,KKR
60,1,KKR,RCB,2,18,0,KKR
60,1,KKR,RCB,3,6,0,KKR
60,1,KKR,RCB,4,23,0,KKR
60,1,KKR,RCB,5,10,0,KKR
60,1,KKR,RCB,6,1,1,KKR
60,1,KKR,RCB,7,7,0,KKR
60,1,KKR,RCB,8,5,0,KKR
60,1,KKR,RCB,9,4,0,KKR
60,1,KKR,RCB,10,10,0,KKR
60,1,KKR,RCB,11,15,0,KKR
60,1,KKR,RCB,12,10,0,KKR
60,1,KKR,RCB,13,12,1,KKR
60,1,KKR,RCB,14,6,0,KKR
60,1,KKR,RCB,15,24,0,KKR
60,1,KKR,RCB,16,4,0,KKR
60,1,KKR,RCB,17,14,0,KKR
60,1,KKR,RCB,18,7,1,KKR
60,1,KKR,RCB,19,21,0,KKR
60,1,KKR,RCB,20,22,0,KKR
60,2,RCB,KKR,1,4,0,KKR
60,2,RCB,KKR,2,5,1,KKR
60,2,RCB,KKR,3,3,1,KKR
60,2,RCB,KKR,4,4,0,KKR
60,2,RCB,KKR,5,8,1,KKR
60,2,RCB,KKR,6,2,1,KKR
60,2,RCB,KKR,7,7,0,KKR
60,2,RCB,KKR,8,5,1,KKR
60,2,RCB,KKR,9,5,2,KKR
60,2,RCB,KKR,10,8,0,KKR
60,2,RCB,KKR,11,5,0,KKR
60,2,RCB,KKR,12,3,1,KKR
60,2,RCB,KKR,13,11,0,KKR
60,2,RCB,KKR,14,7,1,KKR
60,2,RCB,KKR,15,4,0,KKR
60,2,RCB,KKR,16,1,1,KKR
60,2,,,17,0,0,KKR
60,2,,,18,0,0,KKR
60,2,,,19,0,0,KKR
60,2,,,20,0,0,KKR
61,1,CSK,KXIP,1,5,0,CSK
61,1,CSK,KXIP,2,15,0,CSK
61,1,CSK,KXIP,3,7,1,CSK
61,1,CSK,KXIP,4,6,0,CSK
61,1,CSK,KXIP,5,9,0,CSK
61,1,CSK,KXIP,6,11,0,CSK
61,1,CSK,KXIP,7,9,1,CSK
61,1,CSK,KXIP,8,8,1,CSK
61,1,CSK,KXIP,9,13,0,CSK
61,1,CSK,KXIP,10,5,0,CSK
61,1,CSK,KXIP,11,19,0,CSK
61,1,CSK,KXIP,12,20,0,CSK
61,1,CSK,KXIP,13,6,1,CSK
61,1,CSK,KXIP,14,10,0,CSK
61,1,CSK,KXIP,15,18,0,CSK
61,1,CSK,KXIP,16,8,1,CSK
61,1,CSK,KXIP,17,14,0,CSK
61,1,CSK,KXIP,18,17,0,CSK
61,1,CSK,KXIP,19,15,0,CSK
61,1,CSK,KXIP,20,25,0,CSK
61,2,KXIP,CSK,1,9,0,CSK
61,2,KXIP,CSK,2,7,0,CSK
61,2,KXIP,CSK,3,11,0,CSK
61,2,KXIP,CSK,4,10,0,CSK
61,2,KXIP,CSK,5,10,0,CSK
61,2,KXIP,CSK,6,16,1,CSK
61,2,KXIP,CSK,7,6,0,CSK
61,2,KXIP,CSK,8,15,0,CSK
61,2,KXIP,CSK,9,13,0,CSK
61,2,KXIP,CSK,10,13,0,CSK
61,2,KXIP,CSK,11,5,1,CSK
61,2,KXIP,CSK,12,12,0,CSK
61,2,KXIP,CSK,13,14,0,CSK
61,2,KXIP,CSK,14,11,0,CSK
61,2,KXIP,CSK,15,13,1,CSK
61,2,KXIP,CSK,16,11,0,CSK
61,2,KXIP,CSK,17,10,0,CSK
61,2,KXIP,CSK,18,5,1,CSK
61,2,KXIP,CSK,19,7,0,CSK
61,2,KXIP,CSK,20,9,0,CSK
62,1,RR,DD,1,7,0,DD
62,1,RR,DD,2,10,0,DD
62,1,RR,DD,3,0,1,DD
62,1,RR,DD,4,14,1,DD
62,1,RR,DD,5,6,0,DD
62,1,RR,DD,6,3,0,DD
62,1,RR,DD,7,4,1,DD
62,1,RR,DD,8,4,1,DD
62,1,RR,DD,9,3,0,DD
62,1,RR,DD,10,6,0,DD
62,1,RR,DD,11,2,1,DD
62,1,RR,DD,12,12,0,DD
62,1,RR,DD,13,9,1,DD
62,1,RR,DD,14,7,0,DD
62,1,RR,DD,15,9,1,DD
62,1,RR,DD,16,10,0,DD
62,1,RR,DD,17,4,0,DD
62,1,RR,DD,18,1,1,DD
62,1,RR,DD,19,10,0,DD
62,1,RR,DD,20,8,0,DD
62,2,DD,RR,1,8,0,DD
62,2,DD,RR,2,13,1,DD
62,2,DD,RR,3,5,0,DD
62,2,DD,RR,4,10,0,DD
62,2,DD,RR,5,12,0,DD
62,2,DD,RR,6,7,0,DD
62,2,DD,RR,7,4,0,DD
62,2,DD,RR,8,12,0,DD
62,2,DD,RR,9,7,0,DD
62,2,DD,RR,10,8,0,DD
62,2,DD,RR,11,9,0,DD
62,2,DD,RR,12,5,0,DD
62,2,DD,RR,13,11,0,DD
62,2,DD,RR,14,4,0,DD
62,2,DD,RR,15,13,0,DD
62,2,DD,RR,16,4,0,DD
62,2,,,17,0,0,DD
62,2,,,18,0,0,DD
62,2,,,19,0,0,DD
62,2,,,20,0,0,DD
63,1,MI,RCB,1,8,0,RCB
63,1,MI,RCB,2,5,1,RCB
63,1,MI,RCB,3,6,0,RCB
63,1,MI,RCB,4,3,1,RCB
63,1,MI,RCB,5,19,0,RCB
63,1,MI,RCB,6,6,1,RCB
63,1,MI,RCB,7,7,0,RCB
63,1,MI,RCB,8,6,0,RCB
63,1,MI,RCB,9,12,0,RCB
63,1,MI,RCB,10,2,0,RCB
63,1,MI,RCB,11,7,0,RCB
63,1,MI,RCB,12,13,0,RCB
63,1,MI,RCB,13,3,0,RCB
63,1,MI,RCB,14,2,1,RCB
63,1,MI,RCB,15,6,0,RCB
63,1,MI,RCB,16,13,0,RCB
63,1,MI,RCB,17,11,1,RCB
63,1,MI,RCB,18,20,0,RCB
63,1,MI,RCB,19,9,1,RCB
63,1,MI,RCB,20,7,1,RCB
63,2,RCB,MI,1,10,0,RCB
63,2,RCB,MI,2,1,0,RCB
63,2,RCB,MI,3,11,0,RCB
63,2,RCB,MI,4,5,0,RCB
63,2,RCB,MI,5,10,1,RCB
63,2,RCB,MI,6,3,0,RCB
63,2,RCB,MI,7,6,0,RCB
63,2,RCB,MI,8,8,0,RCB
63,2,RCB,MI,9,15,1,RCB
63,2,RCB,MI,10,7,1,RCB
63,2,RCB,MI,11,4,0,RCB
63,2,RCB,MI,12,14,0,RCB
63,2,RCB,MI,13,10,0,RCB
63,2,RCB,MI,14,5,1,RCB
63,2,RCB,MI,15,9,0,RCB
63,2,RCB,MI,16,8,0,RCB
63,2,RCB,MI,17,10,0,RCB
63,2,RCB,MI,18,19,0,RCB
63,2,RCB,MI,19,8,1,RCB
63,2,RCB,MI,20,3,0,RCB
64,1,DC,KKR,1,9,0,KKR
64,1,DC,KKR,2,5,0,KKR
64,1,DC,KKR,3,7,0,KKR
64,1,DC,KKR,4,0,1,KKR
64,1,DC,KKR,5,2,1,KKR
64,1,DC,KKR,6,16,0,KKR
64,1,DC,KKR,7,6,0,KKR
64,1,DC,KKR,8,2,0,KKR
64,1,DC,KKR,9,1,2,KKR
64,1,DC,KKR,10,4,0,KKR
64,1,DC,KKR,11,5,0,KKR
64,1,DC,KKR,12,2,1,KKR
64,1,DC,KKR,13,3,0,KKR
64,1,DC,KKR,14,3,0,KKR
64,1,DC,KKR,15,12,1,KKR
64,1,DC,KKR,16,5,0,KKR
64,1,DC,KKR,17,20,0,KKR
64,1,DC,KKR,18,3,2,KKR
64,1,DC,KKR,19,5,2,KKR
64,1,,,20,0,0,KKR
64,2,KKR,DC,1,6,0,KKR
64,2,KKR,DC,2,10,1,KKR
64,2,KKR,DC,3,2,1,KKR
64,2,KKR,DC,4,3,0,KKR
64,2,KKR,DC,5,2,1,KKR
64,2,KKR,DC,6,3,0,KKR
64,2,KKR,DC,7,7,0,KKR
64,2,KKR,DC,8,1,0,KKR
64,2,KKR,DC,9,1,0,KKR
64,2,KKR,DC,10,3,0,KKR
64,2,KKR,DC,11,11,0,KKR
64,2,KKR,DC,12,15,0,KKR
64,2,KKR,DC,13,4,1,KKR
64,2,KKR,DC,14,9,0,KKR
64,2,KKR,DC,15,4,0,KKR
64,2,KKR,DC,16,6,0,KKR
64,2,KKR,DC,17,3,1,KKR
64,2,KKR,DC,18,13,0,KKR
64,2,KKR,DC,19,9,0,KKR
64,2,,,20,0,0,KKR
65,1,KXIP,RR,1,1,0,RR
65,1,KXIP,RR,2,5,0,RR
65,1,KXIP,RR,3,10,0,RR
65,1,KXIP,RR,4,8,0,RR
65,1,KXIP,RR,5,14,1,RR
65,1,KXIP,RR,6,16,0,RR
65,1,KXIP,RR,7,5,1,RR
65,1,KXIP,RR,8,11,1,RR
65,1,KXIP,RR,9,3,1,RR
65,1,KXIP,RR,10,9,0,RR
65,1,KXIP,RR,11,3,0,RR
65,1,KXIP,RR,12,12,0,RR
65,1,KXIP,RR,13,4,0,RR
65,1,KXIP,RR,14,11,0,RR
65,1,KXIP,RR,15,3,0,RR
65,1,KXIP,RR,16,13,0,RR
65,1,KXIP,RR,17,8,1,RR
65,1,KXIP,RR,18,2,2,RR
65,1,KXIP,RR,19,11,1,RR
65,1,KXIP,RR,20,17,0,RR
65,2,RR,KXIP,1,6,0,RR
65,2,RR,KXIP,2,7,1,RR
65,2,RR,KXIP,3,15,1,RR
65,2,RR,KXIP,4,14,0,RR
65,2,RR,KXIP,5,6,1,RR
65,2,RR,KXIP,6,5,0,RR
65,2,RR,KXIP,7,7,0,RR
65,2,RR,KXIP,8,5,0,RR
65,2,RR,KXIP,9,11,0,RR
65,2,RR,KXIP,10,11,0,RR
65,2,RR,KXIP,11,12,0,RR
65,2,RR,KXIP,12,3,1,RR
65,2,RR,KXIP,13,12,0,RR
65,2,RR,KXIP,14,13,0,RR
65,2,RR,KXIP,15,15,0,RR
65,2,RR,KXIP,16,10,0,RR
65,2,RR,KXIP,17,2,0,RR
65,2,RR,KXIP,18,10,0,RR
65,2,RR,KXIP,19,4,0,RR
65,2,,,20,0,0,RR
66,1,DC,DD,1,1,0,DD
66,1,DC,DD,2,8,1,DD
66,1,DC,DD,3,6,0,DD
66,1,DC,DD,4,1,0,DD
66,1,DC,DD,5,7,0,DD
66,1,DC,DD,6,2,1,DD
66,1,DC,DD,7,9,0,DD
66,1,DC,DD,8,2,1,DD
66,1,DC,DD,9,7,0,DD
66,1,DC,DD,10,2,1,DD
66,1,DC,DD,11,9,0,DD
66,1,DC,DD,12,6,0,DD
66,1,DC,DD,13,2,1,DD
66,1,DC,DD,14,6,0,DD
66,1,DC,DD,15,5,0,DD
66,1,DC,DD,16,9,0,DD
66,1,DC,DD,17,8,1,DD
66,1,DC,DD,18,26,0,DD
66,1,DC,DD,19,12,1,DD
66,1,DC,DD,20,14,1,DD
66,2,DD,DC,1,4,0,DD
66,2,DD,DC,2,14,0,DD
66,2,DD,DC,3,12,0,DD
66,2,DD,DC,4,2,1,DD
66,2,DD,DC,5,5,0,DD
66,2,DD,DC,6,11,0,DD
66,2,DD,DC,7,7,0,DD
66,2,DD,DC,8,5,0,DD
66,2,DD,DC,9,23,0,DD
66,2,DD,DC,10,12,0,DD
66,2,DD,DC,11,5,0,DD
66,2,DD,DC,12,12,0,DD
66,2,DD,DC,13,30,0,DD
66,2,DD,DC,14,1,0,DD
66,2,,,15,0,0,DD
66,2,,,16,0,0,DD
66,2,,,17,0,0,DD
66,2,,,18,0,0,DD
66,2,,,19,0,0,DD
66,2,,,20,0,0,DD
67,1,CSK,MI,1,7,0,CSK
67,1,CSK,MI,2,9,0,CSK
67,1,CSK,MI,3,18,0,CSK
67,1,CSK,MI,4,1,1,CSK
67,1,CSK,MI,5,5,1,CSK
67,1,CSK,MI,6,13,0,CSK
67,1,CSK,MI,7,6,0,CSK
67,1,CSK,MI,8,5,0,CSK
67,1,CSK,MI,9,8,0,CSK
67,1,CSK,MI,10,10,0,CSK
67,1,CSK,MI,11,14,0,CSK
67,1,CSK,MI,12,16,0,CSK
67,1,CSK,MI,13,11,0,CSK
67,1,CSK,MI,14,14,0,CSK
67,1,CSK,MI,15,6,1,CSK
67,1,CSK,MI,16,15,0,CSK
67,1,CSK,MI,17,10,0,CSK
67,1,CSK,MI,18,14,0,CSK
67,1,CSK,MI,19,12,1,CSK
67,1,CSK,MI,20,14,1,CSK
67,2,MI,CSK,1,9,1,CSK
67,2,MI,CSK,2,4,0,CSK
67,2,MI,CSK,3,12,0,CSK
67,2,MI,CSK,4,6,1,CSK
67,2,MI,CSK,5,19,0,CSK
67,2,MI,CSK,6,2,0,CSK
67,2,MI,CSK,7,5,0,CSK
67,2,MI,CSK,8,11,0,CSK
67,2,MI,CSK,9,7,0,CSK
67,2,MI,CSK,10,8,1,CSK
67,2,MI,CSK,11,7,0,CSK
67,2,MI,CSK,12,9,1,CSK
67,2,MI,CSK,13,11,0,CSK
67,2,MI,CSK,14,20,0,CSK
67,2,MI,CSK,15,4,1,CSK
67,2,MI,CSK,16,13,1,CSK
67,2,MI,CSK,17,21,0,CSK
67,2,MI,CSK,18,13,0,CSK
67,2,MI,CSK,19,9,1,CSK
67,2,MI,CSK,20,12,0,CSK
68,1,DC,RR,1,12,0,RR
68,1,DC,RR,2,10,0,RR
68,1,DC,RR,3,10,2,RR
68,1,DC,RR,4,1,0,RR
68,1,DC,RR,5,15,0,RR
68,1,DC,RR,6,10,0,RR
68,1,DC,RR,7,3,0,RR
68,1,DC,RR,8,11,0,RR
68,1,DC,RR,9,6,1,RR
68,1,DC,RR,10,7,0,RR
68,1,DC,RR,11,14,0,RR
68,1,DC,RR,12,9,0,RR
68,1,DC,RR,13,10,0,RR
68,1,DC,RR,14,11,0,RR
68,1,DC,RR,15,19,0,RR
68,1,DC,RR,16,12,0,RR
68,1,DC,RR,17,11,0,RR
68,1,DC,RR,18,15,1,RR
68,1,DC,RR,19,17,0,RR
68,1,DC,RR,20,11,1,RR
68,2,RR,DC,1,5,0,RR
68,2,RR,DC,2,9,0,RR
68,2,RR,DC,3,5,1,RR
68,2,RR,DC,4,16,0,RR
68,2,RR,DC,5,22,0,RR
68,2,RR,DC,6,16,0,RR
68,2,RR,DC,7,9,0,RR
68,2,RR,DC,8,16,0,RR
68,2,RR,DC,9,12,0,RR
68,2,RR,DC,10,4,1,RR
68,2,RR,DC,11,7,0,RR
68,2,RR,DC,12,5,1,RR
68,2,RR,DC,13,8,0,RR
68,2,RR,DC,14,5,0,RR
68,2,RR,DC,15,20,0,RR
68,2,RR,DC,16,17,0,RR
68,2,RR,DC,17,10,0,RR
68,2,RR,DC,18,6,2,RR
68,2,RR,DC,19,6,2,RR
68,2,RR,DC,20,19,0,RR
69,1,KXIP,MI,1,2,0,KXIP
69,1,KXIP,MI,2,6,1,KXIP
69,1,KXIP,MI,3,7,0,KXIP
69,1,KXIP,MI,4,10,0,KXIP
69,1,KXIP,MI,5,18,0,KXIP
69,1,KXIP,MI,6,17,0,KXIP
69,1,KXIP,MI,7,10,0,KXIP
69,1,KXIP,MI,8,11,0,KXIP
69,1,KXIP,MI,9,5,1,KXIP
69,1,KXIP,MI,10,8,0,KXIP
69,1,KXIP,MI,11,13,1,KXIP
69,1,KXIP,MI,12,3,0,KXIP
69,1,KXIP,MI,13,6,0,KXIP
69,1,KXIP,MI,14,6,1,KXIP
69,1,KXIP,MI,15,16,0,KXIP
69,1,KXIP,MI,16,8,0,KXIP
69,1,KXIP,MI,17,6,1,KXIP
69,1,KXIP,MI,18,5,1,KXIP
69,1,KXIP,MI,19,12,2,KXIP
69,1,KXIP,MI,20,13,2,KXIP
69,2,MI,KXIP,1,2,0,KXIP
69,2,MI,KXIP,2,12,0,KXIP
69,2,MI,KXIP,3,4,2,KXIP
69,2,MI,KXIP,4,3,0,KXIP
69,2,MI,KXIP,5,13,0,KXIP
69,2,MI,KXIP,6,5,0,KXIP
69,2,MI,KXIP,7,7,0,KXIP
69,2,MI,KXIP,8,15,0,KXIP
69,2,MI,KXIP,9,4,1,KXIP
69,2,MI,KXIP,10,2,1,KXIP
69,2,MI,KXIP,11,1,0,KXIP
69,2,MI,KXIP,12,22,0,KXIP
69,2,MI,KXIP,13,4,1,KXIP
69,2,MI,KXIP,14,4,2,KXIP
69,2,MI,KXIP,15,3,0,KXIP
69,2,MI,KXIP,16,4,1,KXIP
69,2,MI,KXIP,17,1,0,KXIP
69,2,MI,KXIP,18,7,1,KXIP
69,2,MI,KXIP,19,3,0,KXIP
69,2,MI,KXIP,20,0,0,KXIP
70,1,RCB,RR,1,1,1,RR
70,1,RCB,RR,2,15,0,RR
70,1,RCB,RR,3,1,1,RR
70,1,RCB,RR,4,12,0,RR
70,1,RCB,RR,5,13,0,RR
70,1,RCB,RR,6,15,0,RR
70,1,RCB,RR,7,7,1,RR
70,1,RCB,RR,8,4,1,RR
70,1,RCB,RR,9,8,0,RR
70,1,RCB,RR,10,1,1,RR
70,1,RCB,RR,11,1,0,RR
70,1,RCB,RR,12,0,1,RR
70,1,RCB,RR,13,10,0,RR
70,1,RCB,RR,14,2,1,RR
70,1,RCB,RR,15,5,0,RR
70,1,RCB,RR,16,13,0,RR
70,1,RCB,RR,17,4,0,RR
70,1,RCB,RR,18,9,0,RR
70,1,RCB,RR,19,9,0,RR
70,1,RCB,RR,20,5,1,RR
70,2,RR,RCB,1,9,1,RR
70,2,RR,RCB,2,9,0,RR
70,2,RR,RCB,3,7,0,RR
70,2,RR,RCB,4,6,1,RR
70,2,RR,RCB,5,8,0,RR
70,2,RR,RCB,6,6,0,RR
70,2,RR,RCB,7,7,0,RR
70,2,RR,RCB,8,9,0,RR
70,2,RR,RCB,9,7,0,RR
70,2,RR,RCB,10,5,0,RR
70,2,RR,RCB,11,6,0,RR
70,2,RR,RCB,12,4,0,RR
70,2,RR,RCB,13,8,0,RR
70,2,RR,RCB,14,26,0,RR
70,2,RR,RCB,15,4,0,RR
70,2,RR,RCB,16,9,1,RR
70,2,RR,RCB,17,4,0,RR
70,2,RR,RCB,18,4,0,RR
70,2,,,19,0,0,RR
70,2,,,20,0,0,RR
71,1,KKR,CSK,1,8,0,CSK
71,1,KKR,CSK,2,16,0,CSK
71,1,KKR,CSK,3,8,2,CSK
71,1,KKR,CSK,4,6,0,CSK
71,1,KKR,CSK,5,12,0,CSK
71,1,KKR,CSK,6,11,1,CSK
71,1,KKR,CSK,7,2,0,CSK
71,1,KKR,CSK,8,2,1,CSK
71,1,KKR,CSK,9,4,0,CSK
71,1,KKR,CSK,10,3,1,CSK
71,1,KKR,CSK,11,3,0,CSK
71,1,KKR,CSK,12,4,0,CSK
71,1,KKR,CSK,13,8,0,CSK
71,1,KKR,CSK,14,5,0,CSK
71,1,KKR,CSK,15,12,1,CSK
71,1,KKR,CSK,16,4,0,CSK
71,1,KKR,CSK,17,11,0,CSK
71,1,KKR,CSK,18,7,1,CSK
71,1,KKR,CSK,19,8,1,CSK
71,1,KKR,CSK,20,13,1,CSK
71,2,CSK,KKR,1,5,0,CSK
71,2,CSK,KKR,2,3,0,CSK
71,2,CSK,KKR,3,10,0,CSK
71,2,CSK,KKR,4,7,0,CSK
71,2,CSK,KKR,5,10,0,CSK
71,2,CSK,KKR,6,10,0,CSK
71,2,CSK,KKR,7,10,0,CSK
71,2,CSK,KKR,8,11,0,CSK
71,2,CSK,KKR,9,6,1,CSK
71,2,CSK,KKR,10,5,0,CSK
71,2,CSK,KKR,11,4,0,CSK
71,2,CSK,KKR,12,9,0,CSK
71,2,CSK,KKR,13,5,0,CSK
71,2,CSK,KKR,14,12,0,CSK
71,2,CSK,KKR,15,14,0,CSK
71,2,CSK,KKR,16,18,0,CSK
71,2,CSK,KKR,17,13,0,CSK
71,2,,,18,0,0,CSK
71,2,,,19,0,0,CSK
71,2,,,20,0,0,CSK
72,1,MI,DC,1,6,0,DC
72,1,MI,DC,2,8,0,DC
72,1,MI,DC,3,1,1,DC
72,1,MI,DC,4,3,1,DC
72,1,MI,DC,5,4,0,DC
72,1,MI,DC,6,5,1,DC
72,1,MI,DC,7,8,0,DC
72,1,MI,DC,8,7,0,DC
72,1,MI,DC,9,5,0,DC
72,1,MI,DC,10,7,0,DC
72,1,MI,DC,11,2,1,DC
72,1,MI,DC,12,5,0,DC
72,1,MI,DC,13,8,0,DC
72,1,MI,DC,14,15,1,DC
72,1,MI,DC,15,15,0,DC
72,1,MI,DC,16,15,0,DC
72,1,MI,DC,17,10,1,DC
72,1,MI,DC,18,11,0,DC
72,1,MI,DC,19,12,0,DC
72,1,MI,DC,20,7,1,DC
72,2,DC,MI,1,10,0,DC
72,2,DC,MI,2,10,0,DC
72,2,DC,MI,3,9,0,DC
72,2,DC,MI,4,8,0,DC
72,2,DC,MI,5,10,0,DC
72,2,DC,MI,6,13,0,DC
72,2,DC,MI,7,23,0,DC
72,2,DC,MI,8,14,0,DC
72,2,DC,MI,9,11,0,DC
72,2,DC,MI,10,22,0,DC
72,2,DC,MI,11,17,0,DC
72,2,DC,MI,12,8,0,DC
72,2,,,13,0,0,DC
72,2,,,14,0,0,DC
72,2,,,15,0,0,DC
72,2,,,16,0,0,DC
72,2,,,17,0,0,DC
72,2,,,18,0,0,DC
72,2,,,19,0,0,DC
72,2,,,20,0,0,DC
73,1,DD,KXIP,1,8,0,KXIP
73,1,DD,KXIP,2,3,1,KXIP
73,1,DD,KXIP,3,6,1,KXIP
73,1,DD,KXIP,4,12,0,KXIP
73,1,DD,KXIP,5,11,0,KXIP
73,1,DD,KXIP,6,5,1,KXIP
73,1,DD,KXIP,7,9,0,KXIP
73,1,DD,KXIP,8,4,1,KXIP
73,1,DD,KXIP,9,2,0,KXIP
73,1,DD,KXIP,10,9,0,KXIP
73,1,DD,KXIP,11,12,0,KXIP
73,1,DD,KXIP,12,7,1,KXIP
73,1,DD,KXIP,13,6,0,KXIP
73,1,DD,KXIP,14,4,0,KXIP
73,1,DD,KXIP,15,9,0,KXIP
73,1,DD,KXIP,16,15,0,KXIP
73,1,DD,KXIP,17,6,1,KXIP
73,1,DD,KXIP,18,11,1,KXIP
73,1,DD,KXIP,19,13,0,KXIP
73,1,DD,KXIP,20,6,1,KXIP
73,2,KXIP,DD,1,2,1,KXIP
73,2,KXIP,DD,2,9,1,KXIP
73,2,KXIP,DD,3,10,0,KXIP
73,2,KXIP,DD,4,13,0,KXIP
73,2,KXIP,DD,5,9,0,KXIP
73,2,KXIP,DD,6,12,0,KXIP
73,2,KXIP,DD,7,7,0,KXIP
73,2,KXIP,DD,8,8,1,KXIP
73,2,KXIP,DD,9,5,0,KXIP
73,2,KXIP,DD,10,6,0,KXIP
73,2,KXIP,DD,11,8,0,KXIP
73,2,KXIP,DD,12,14,0,KXIP
73,2,KXIP,DD,13,11,0,KXIP
73,2,KXIP,DD,14,5,1,KXIP
73,2,KXIP,DD,15,4,0,KXIP
73,2,KXIP,DD,16,10,0,KXIP
73,2,KXIP,DD,17,9,1,KXIP
73,2,KXIP,DD,18,13,1,KXIP
73,2,KXIP,DD,19,3,0,KXIP
73,2,KXIP,DD,20,4,0,KXIP
74,1,CSK,RCB,1,1,0,CSK
74,1,CSK,RCB,2,10,0,CSK
74,1,CSK,RCB,3,7,0,CSK
74,1,CSK,RCB,4,4,1,CSK
74,1,CSK,RCB,5,3,0,CSK
74,1,CSK,RCB,6,11,0,CSK
74,1,CSK,RCB,7,7,1,CSK
74,1,CSK,RCB,8,7,0,CSK
74,1,CSK,RCB,9,10,0,CSK
74,1,CSK,RCB,10,5,0,CSK
74,1,CSK,RCB,11,7,0,CSK
74,1,CSK,RCB,12,11,1,CSK
74,1,CSK,RCB,13,3,0,CSK
74,1,CSK,RCB,14,8,0,CSK
74,1,CSK,RCB,15,8,0,CSK
74,1,CSK,RCB,16,14,0,CSK
74,1,CSK,RCB,17,16,0,CSK
74,1,CSK,RCB,18,8,0,CSK
74,1,CSK,RCB,19,24,0,CSK
74,1,CSK,RCB,20,14,2,CSK
74,2,RCB,CSK,1,6,0,CSK
74,2,RCB,CSK,2,6,0,CSK
74,2,RCB,CSK,3,1,0,CSK
74,2,RCB,CSK,4,7,1,CSK
74,2,RCB,CSK,5,12,0,CSK
74,2,RCB,CSK,6,13,0,CSK
74,2,RCB,CSK,7,11,0,CSK
74,2,RCB,CSK,8,13,0,CSK
74,2,RCB,CSK,9,13,0,CSK
74,2,RCB,CSK,10,11,0,CSK
74,2,RCB,CSK,11,9,1,CSK
74,2,RCB,CSK,12,9,0,CSK
74,2,RCB,CSK,13,8,0,CSK
74,2,RCB,CSK,14,8,0,CSK
